> Parametros
Geracoes 1000000
Individuos 1000
Probabilidade Mutacao 0.001


> Treinamento: 

MSE: 0.40818361267233155
Taxa Acerto: 77.63157894736842


target	 y
0.0	-1.2886037462045739
1.0	1.6209278078824623
0.0	-1.0562840283994313
0.0	0.40144952123768807
0.0	-0.8451427489209598
1.0	-0.6330139240562065
0.0	-1.1085346709618291
0.0	1.067223519811749
0.0	0.16282549108672217
1.0	-0.22027600632188626
1.0	-0.21653096896342672
0.0	0.9172944588239513
1.0	0.9876041977875696
1.0	-0.1648426300828263
0.0	-1.206482745759475
0.0	-0.6736088888831477
0.0	-0.7192072133829464
1.0	0.8582923889987928
1.0	0.13877548962636288
0.0	-0.16127393654592992
0.0	-0.8435721398757474
0.0	-0.9077907482707228
0.0	-1.0092499230405434
0.0	-0.9708651055128107
0.0	-1.1840033533443286
1.0	1.134078634813767
0.0	-0.9337028898980049
1.0	-0.13822241926209444
0.0	-0.40061585407551537
0.0	-0.6065970709455422
0.0	-1.3592614937159868
0.0	0.28282659899167983
1.0	-0.5430180022200719
0.0	0.49503377603198206
1.0	-0.7098400351222467
0.0	1.0606276763442155
0.0	-1.3478189963422018
0.0	-1.5368081335624018
0.0	-0.9369432157238793
0.0	-0.585688287575608
1.0	1.3102678445119298
0.0	-0.9706519265666484
0.0	-0.042708609500060835
0.0	-0.9729404260414054
0.0	-1.2886037462045739
0.0	-0.29457967894067116
0.0	-0.07944446417161677
0.0	-0.9894853894079878
1.0	0.7769676297924804
1.0	1.2101096224642776
0.0	-0.3953209646964566
0.0	-1.1872229221947925
1.0	0.834029207225965
0.0	-0.6090987507819707
0.0	-0.7774913927293579
0.0	-0.06935939548137249
0.0	-0.39117032505477667
0.0	-0.7317939604449071
0.0	-0.3441154627204783
1.0	1.1274055583110458
1.0	1.3942509865886636
0.0	-0.9942755687191734
0.0	0.4660368923248499
0.0	-0.6644341354242185
0.0	-0.30288095963954076
1.0	0.2653505648338821
1.0	0.2362188529406266
0.0	-0.6201148888479218
1.0	-0.32966657849331726
0.0	-0.22830651150814907
1.0	0.6730067751862312
1.0	-0.48066153540752876
1.0	1.404356810838809
0.0	-0.3741990009648508
1.0	0.5555856978777403
1.0	0.04010952439917226
0.0	-0.807767352944482
0.0	-0.9087218176464298
1.0	-0.5942027472206397
0.0	0.46303050547147384
0.0	-0.8256697464101148
0.0	0.49753545586841064
1.0	0.04877957084115403
1.0	0.37726357545256795
0.0	-0.34943110907494734
0.0	-0.5246892494466053
1.0	-0.5854751086294456
0.0	-0.10378599675368605
0.0	-0.5056426062435944
0.0	-0.2711692202007434
0.0	-1.350679620685648
0.0	-0.3951077843347852
1.0	0.6654233863324159
0.0	-1.106672530794906
0.0	-0.9043579990585873
1.0	0.8706867127728977
0.0	-0.43892231942769966
0.0	-0.946815104052452
0.0	-1.1750417774160526
1.0	0.8759816021519562
0.0	-1.5641768130241833
1.0	-0.29758606884497296
0.0	-0.7545856410063776
1.0	-1.1588091021465912
0.0	0.49181420718151836
0.0	-0.4240263172818777
0.0	-0.25792217480924795
1.0	-0.47672407471201095
0.0	0.014197382771890199
0.0	-1.308581460198801
0.0	1.26600619455128
0.0	-0.3131999628358484
1.0	-0.34419381489602663
1.0	0.19283068020647143
0.0	-1.5196443875017243
0.0	-0.19135747479030263
1.0	0.023506968883377333
1.0	0.36265910137753155
0.0	-0.13514861597248595
1.0	0.7264224244614184
0.0	-1.0628579957019915
0.0	-0.7550120003142113
1.0	1.0985077838040747
0.0	-0.96950767682927
1.0	0.37317052796010053
0.0	-0.557061287165735
0.0	-0.8538703875121538
0.0	-0.7214957128577033
0.0	-0.4730781465537133
1.0	1.4491024167229396
1.0	-0.1076658653491942
0.0	1.2938686467062022
0.0	-0.9181673480826775
0.0	-0.7224267822334101
0.0	1.201381983873084
0.0	-1.089721963680391
0.0	-0.6758973883579047
0.0	-0.20051147268933045
0.0	-0.96950767682927
0.0	-0.9784692513420368
1.0	0.5262408070383229
1.0	0.7294864095166544
0.0	-0.3528638582870829
0.0	-1.12343067452316
0.0	-0.31226889346014164
0.0	0.6674987054455008
0.0	-1.7689930231814213
1.0	0.6483172354718763
0.0	-0.221207074062177
0.0	-0.6512545064689552
0.0	-0.24331770236962758
1.0	0.8746241734684155
1.0	1.0997879809171391
1.0	0.8955905520384877
0.0	0.2561965669348538
1.0	1.0551772032191322
1.0	1.247271839494593
0.0	0.08070449064162277
0.0	0.23435671582462936
1.0	0.5018992744562532
1.0	-0.09434047078387287
0.0	-0.8313909950970073
0.0	0.46681237795453256
0.0	-0.7681034574932477
